"Time, s",VPS1 [Case 1],CPS1 [Case 1]
0.4982,-0.285716048,-17.88292688
0.4984,0.256395238,-16.16149236
0.4986,0.796963545,-14.34822501
0.4988,1.333020907,-12.45342819
0.499,1.861769129,-10.48786851
0.4992,2.380092304,-8.462714659
0.4994,2.884927394,-6.389473979
0.4996,3.373285776,-4.279927034
0.4998,3.84242517,-2.146060689
0.5,4.289816842,-6.14E-13
0.5002,4.712843661,2.146060689
0.5004,5.109243736,4.279927034
0.5006,5.4767807,6.389473979
0.5008,5.813127458,8.462714659
0.501,6.116352809,10.48786851
0.5012,6.384755336,12.45342819
0.5014,6.616896529,14.34822501
0.5016,6.811582912,16.16149236
0.5018,6.967531179,17.88292688
0.502,7.083786258,19.50274705
0.5022,7.159692556,21.01174871
0.5024,7.194858474,22.40135743
0.5026,7.189103326,23.66367717
0.5028,7.142507057,24.79153517
0.503,7.055306484,25.77852272
0.5032,6.927962722,26.61903157
0.5034,6.761197715,27.30828577
0.5036,6.555978774,27.84236884
0.5038,6.313476723,28.21824602
0.504,6.03505913,28.43378149
0.5042,5.722276199,28.48775055
0.5044,5.376911144,28.37984652
0.5046,5.001157698,28.11068255
0.5048,4.597138533,27.68178807
0.505,4.167089836,27.09560015
0.5052,3.713395519,26.35544962
0.5054,3.238618991,25.46554217
0.5056,2.745443953,24.43093444
0.5058,2.236685952,23.25750525
0.506,1.715251281,21.95192229
0.5062,1.184099591,20.52160412
0.5064,0.646274776,18.9746781
0.5066,0.104834043,17.31993418
0.5068,-0.437121716,15.56677494
0.507,-0.976519913,13.72516218
0.5072,-1.510428306,11.8055603
0.5074,-2.036004895,9.818876881
0.5076,-2.550138054,7.776400643
0.5078,-3.049790607,5.689737345
0.508,-3.532043324,3.570743824
0.5082,-3.994235917,1.431460625
0.5084,-4.433817591,-0.715956419
0.5086,-4.848180078,-2.859305256
0.5088,-5.235208039,-4.98640695
0.509,-5.592574386,-7.085174885
0.5092,-5.918079908,-9.143683443
0.5094,-6.209867717,-11.15023577
0.5096,-6.466313458,-13.09343023
0.5098,-6.686067187,-14.96222521
0.51,-6.86798744,-16.74600184
0.5102,-7.010793178,-18.43462435
0.5104,-7.113659646,-20.01849764
0.5106,-7.176026845,-21.48862184
0.5108,-7.197561067,-22.8366434
0.511,-7.178183053,-24.0549026
0.5112,-7.118016374,-25.13647704
0.5114,-7.017372045,-26.07522101
0.5116,-6.876795968,-26.86580037
0.5118,-6.697089917,-27.50372289
0.512,-6.479304391,-27.98536377
0.5122,-6.224661554,-28.30798624
0.5124,-5.934608569,-28.46975708
0.5126,-5.61074587,-28.46975708
0.5128,-5.255039788,-28.30798624
0.513,-4.869660386,-27.98536377
0.5132,-4.456727016,-27.50372289
0.5134,-4.018521635,-26.86580037
0.5136,-3.55751125,-26.07522101
0.5138,-3.076294685,-25.13647704
0.514,-2.57760256,-24.0549026
0.5142,-2.064294108,-22.8366434
0.5144,-1.539286304,-21.48862184
0.5146,-1.005576293,-20.01849764
0.5148,-0.466208311,-18.43462435
0.515,0.075729726,-16.74600184
0.5152,0.617158392,-14.96222521
0.5154,1.155027694,-13.09343023
0.5156,1.686541467,-11.15023577
0.5158,2.208680212,-9.143683443
0.516,2.718346283,-7.085174885
0.5162,3.212516698,-4.98640695
0.5164,3.688350017,-2.859305256
0.5166,4.143279374,-0.715956419
0.5168,4.574711738,1.431460625
0.517,4.980207792,3.570743824
0.5172,5.357641503,5.689737345
0.5174,5.704613648,7.776400643
0.5176,6.01907709,9.818876881
0.5178,6.299262985,11.8055603
0.518,6.543626441,13.72516218
0.5182,6.750934304,15.56677494
0.5184,6.919928531,17.31993418
0.5186,7.049497893,18.9746781
0.5188,7.138907942,20.52160412
0.519,7.187688538,21.95192229
0.5192,7.195574855,23.25750525
0.5194,7.162573804,24.43093444
0.5196,7.088870963,25.46554217
0.5198,6.974840999,26.35544962
0.52,6.821120115,27.09560015
0.5202,6.628597092,27.68178807
0.5204,6.398382031,28.11068255
0.5206,6.131770833,28.37984652
0.5208,5.83026067,28.48775055
0.521,5.495528441,28.43378149
0.5212,5.129666529,28.21824602
0.5214,4.734832666,27.84236884
0.5216,4.313205206,27.30828577
0.5218,3.867114614,26.61903157
0.522,3.399075958,25.77852272
0.5222,2.911724946,24.79153517
0.5224,2.407841016,23.66367717
0.5226,1.890305995,22.40135743
0.5228,1.362058997,21.01174871
0.523,0.826120001,19.50274705
0.5232,0.28554148,17.88292688
0.5234,-0.256583131,16.16149236
0.5236,-0.79717005,14.34822501
0.5238,-1.333215658,12.45342819
0.524,-1.861917681,10.48786851
0.5242,-2.380207283,8.462714659
0.5244,-2.885023427,6.389473979
0.5246,-3.373385735,4.279927034
0.5248,-3.842541011,2.146060689
0.525,-4.289957163,7.26E-13
0.5252,-4.712983854,-2.146060689
0.5254,-5.109360366,-4.279927034
0.5256,-5.476880387,-6.389473979
0.5258,-5.813228324,-8.462714659
0.526,-6.116446495,-10.48786851
0.5262,-6.384840444,-12.45342819
0.5264,-6.616953196,-14.34822501
0.5266,-6.811631397,-16.16149236
0.5268,-6.967590855,-17.88292688
0.527,-7.083840149,-19.50274705
0.5272,-7.159756719,-21.01174871
0.5274,-7.194924551,-22.40135743
0.5276,-7.189176049,-23.66367717
0.5278,-7.14258207,-24.79153517
0.528,-7.055382204,-25.77852272
0.5282,-6.928038708,-26.61903157
0.5284,-6.761271885,-27.30828577
0.5286,-6.556050724,-27.84236884
0.5288,-6.313545791,-28.21824602
0.529,-6.035125761,-28.43378149
0.5292,-5.722340683,-28.48775055
0.5294,-5.376997939,-28.37984652
0.5296,-5.001275971,-28.11068255
0.5298,-4.597281353,-27.68178807
0.53,-4.167235993,-27.09560015
0.5302,-3.713540848,-26.35544962
0.5304,-3.238765772,-25.46554217
0.5306,-2.745585119,-24.43093444
0.5308,-2.236829161,-23.25750525
0.531,-1.715389274,-21.95192229
0.5312,-1.18424501,-20.52160412
0.5314,-0.646420693,-18.9746781
0.5316,-0.104995954,-17.31993418
0.5318,0.436949212,-15.56677494
0.532,0.97632996,-13.72516218
0.5322,1.510267605,-11.8055603
0.5324,2.035882241,-9.818876881
0.5326,2.550041221,-7.776400643
0.5328,3.049704588,-5.689737345
0.533,3.531951128,-3.570743824
0.5332,3.994124965,-1.431460625
0.5334,4.433687946,0.715956419
0.5336,4.848061938,2.859305256
0.5338,5.235110065,4.98640695
0.534,5.592484124,7.085174885
0.5342,5.917989964,9.143683443
0.5344,6.209785485,11.15023577
0.5346,6.466241925,13.09343023
0.5348,6.686025766,14.96222521
0.535,6.867938097,16.74600184
0.5352,7.010743905,18.43462435
0.5354,7.11360777,20.01849764
0.5356,7.175968143,21.48862184
0.5358,7.197501419,22.8366434
0.536,7.178115185,24.0549026
0.5362,7.117950759,25.13647704
0.5364,7.017304116,26.07522101
0.5366,6.876727382,26.86580037
0.5368,6.697025283,27.50372289
0.537,6.479240203,27.98536377
0.5372,6.224601304,28.30798624
0.5374,5.934549294,28.46975708
0.5376,5.610683646,28.46975708
0.5378,5.254952116,28.30798624
0.538,4.869542844,27.98536377
0.5382,4.456596341,27.50372289
0.5384,4.018392304,26.86580037
0.5386,3.557381445,26.07522101
0.5388,3.076165349,25.13647704
0.539,2.577475754,24.0549026
0.5392,2.064167803,22.8366434
0.5394,1.539159644,21.48862184
0.5396,1.005446417,20.01849764
0.5398,0.466072701,18.43462435
0.54,-0.075878213,16.74600184
0.5402,-0.617317355,14.96222521
0.5404,-1.155194206,13.09343023
0.5406,-1.686672257,11.15023577
0.5408,-2.208780436,9.143683443
0.541,-2.718424591,7.085174885
0.5412,-3.212596936,4.98640695
0.5414,-3.688437082,2.859305256
0.5416,-4.143386798,0.715956419
0.5418,-4.574826288,-1.431460625
0.542,-4.980308774,-3.570743824
0.5422,-5.357723919,-5.689737345
0.5424,-5.704694535,-7.776400643
0.5426,-6.01915441,-9.818876881
0.5428,-6.299334687,-11.8055603
0.543,-6.543682875,-13.72516218
0.5432,-6.750968058,-15.56677494
0.5434,-6.91997632,-17.31993418
0.5436,-7.049539668,-18.9746781
0.5438,-7.138959512,-20.52160412
0.544,-7.187739929,-21.95192229
0.5442,-7.195631291,-23.25750525
0.5444,-7.162635072,-24.43093444
0.5446,-7.088930885,-25.46554217
0.5448,-6.974901525,-26.35544962
0.545,-6.821180593,-27.09560015
0.5452,-6.628655574,-27.68178807
0.5454,-6.398439195,-28.11068255
0.5456,-6.13182351,-28.37984652
0.5458,-5.830313639,-28.48775055
0.546,-5.495588756,-28.43378149
0.5462,-5.129754019,-28.21824602
0.5464,-4.734942819,-27.84236884
0.5466,-4.313322981,-27.30828577
0.5468,-3.867230475,-26.61903157
0.547,-3.399192621,-25.77852272
0.5472,-2.911839167,-24.79153517
0.5474,-2.407955599,-23.66367717
0.5476,-1.8904179,-22.40135743
0.5478,-1.362174319,-21.01174871
0.548,-0.82623702,-19.50274705
0.5482,-0.285666345,-17.88292688
0.5484,0.256448665,-16.16149236
0.5486,0.797022613,-14.34822501
0.5488,1.333072907,-12.45342819
0.549,1.861810042,-10.48786851
0.5492,2.380124074,-8.462714659
0.5494,2.884954711,-6.389473979
0.5496,3.37331348,-4.279927034
0.5498,3.842457429,-2.146060689
0.55,4.289857009,-2.78E-14
0.5502,4.712882636,2.146060689
0.5504,5.109276413,4.279927034
0.5506,5.476808833,6.389473979
0.5508,5.813155574,8.462714659
0.551,6.116378823,10.48786851
0.5512,6.384778647,12.45342819
0.5514,6.616911271,14.34822501
0.5516,6.811598265,16.16149236
0.5518,6.967547489,17.88292688
0.552,7.083802153,19.50274705
0.5522,7.159710531,21.01174871
0.5524,7.19487732,22.40135743
0.5526,7.189124111,23.66367717
0.5528,7.142527772,24.79153517
0.553,7.055328054,25.77852272
0.5532,6.92798435,26.61903157
0.5534,6.761218703,27.30828577
0.5536,6.555999218,27.84236884
0.5538,6.313496208,28.21824602
0.554,6.035078025,28.43378149
0.5542,5.722294208,28.48775055
0.5544,5.376934493,28.37984652
0.5546,5.001190469,28.11068255
0.5548,4.597178068,27.68178807
0.555,4.167131287,27.09560015
0.5552,3.713436308,26.35544962
0.5554,3.238660447,25.46554217
0.5556,2.745483697,24.43093444
0.5558,2.236725961,23.25750525
0.556,1.715290203,21.95192229
0.5562,1.184140376,20.52160412
0.5564,0.64631551,18.9746781
0.5566,0.10487934,17.31993418
0.5568,-0.437073973,15.56677494
0.557,-0.976466766,13.72516218
0.5572,-1.510380797,11.8055603
0.5574,-2.03597001,9.818876881
0.5576,-2.550110148,7.776400643
0.5578,-3.049766456,5.689737345
0.558,-3.532017478,3.570743824
0.5582,-3.994204423,1.431460625
0.5584,-4.433781518,-0.715956419
0.5586,-4.848146658,-2.859305256
0.5588,-5.235180163,-4.98640695
0.559,-5.592549216,-7.085174885
0.5592,-5.918054318,-9.143683443
0.5594,-6.209844157,-11.15023577
0.5596,-6.466292962,-13.09343023
0.5598,-6.686054928,-14.96222521
0.56,-6.867974427,-16.74600184
0.5602,-7.010778753,-18.43462435
0.5604,-7.11364602,-20.01849764
0.5606,-7.176010397,-21.48862184
0.5608,-7.197544266,-22.8366434
0.561,-7.178164139,-24.0549026
0.5612,-7.11799789,-25.13647704
0.5614,-7.017353163,-26.07522101
0.5616,-6.876776731,-26.86580037
0.5618,-6.697071875,-27.50372289
0.562,-6.47928648,-27.98536377
0.5622,-6.224644517,-28.30798624
0.5624,-5.934591968,-28.46975708
0.5626,-5.610728006,-28.46975708
0.5628,-5.255014511,-28.30798624
0.563,-4.869626602,-27.98536377
0.5632,-4.456690399,-27.50372289
0.5634,-4.018485323,-26.86580037
0.5636,-3.55747475,-26.07522101
0.5638,-3.07625852,-25.13647704
0.564,-2.577566619,-24.0549026
0.5642,-2.064258832,-22.8366434
0.5644,-1.539250187,-21.48862184
0.5646,-1.005539915,-20.01849764
0.5648,-0.46616973,-18.43462435
0.565,0.075771739,-16.74600184
0.5652,0.61720396,-14.96222521
0.5654,1.15507345,-13.09343023
0.5656,1.686577145,-11.15023577
0.5658,2.208707991,-9.143683443
0.566,2.718367909,-7.085174885
0.5662,3.212539559,-4.98640695
0.5664,3.68837433,-2.859305256
0.5666,4.143310182,-0.715956419
0.5668,4.574743666,1.431460625
0.567,4.980236173,3.570743824
0.5672,5.357664557,5.689737345
0.5674,5.704636296,7.776400643
0.5676,6.019098302,9.818876881
0.5678,6.299283003,11.8055603
0.568,6.543641313,13.72516218
0.5682,6.750944934,15.56677494
0.5684,6.919942204,17.31993418
0.5686,7.049509572,18.9746781
0.5688,7.138922431,20.52160412
0.569,7.187702995,21.95192229
0.5692,7.195590924,23.25750525
0.5694,7.162591224,24.43093444
0.5696,7.088887919,25.46554217
0.5698,6.974858256,26.35544962
0.57,6.82113701,27.09560015
0.5702,6.628613799,27.68178807
0.5704,6.398398097,28.11068255
0.5706,6.131785664,28.37984652
0.5708,5.830275446,28.48775055
0.571,5.49554508,28.43378149
0.5712,5.129690421,28.21824602
0.5714,4.734863533,27.84236884
0.5716,4.313238324,27.30828577
0.5718,3.86714721,26.61903157
0.572,3.399108801,25.77852272
0.5722,2.91175728,24.79153517
0.5724,2.407873286,23.66367717
0.5726,1.890337137,22.40135743
0.5728,1.362091451,21.01174871
0.573,0.826152725,19.50274705
0.5732,0.285576318,17.88292688
0.5734,-0.256545256,16.16149236
0.5736,-0.797129567,14.34822501
0.5738,-1.333174082,12.45342819
0.574,-1.861886584,10.48786851
0.5742,-2.380183684,8.462714659
0.5744,-2.885004399,6.389473979
0.5746,-3.373365317,4.279927034
0.5748,-3.842517062,2.146060689
0.575,-4.289929155,1.40E-13
0.5752,-4.712955197,-2.146060689
0.5754,-5.109336771,-4.279927034
0.5756,-5.476860142,-6.389473979
0.5758,-5.813208016,-8.462714659
0.576,-6.11642717,-10.48786851
0.5762,-6.384822746,-12.45342819
0.5764,-6.616940564,-14.34822501
0.5766,-6.811623085,-16.16149236
0.5768,-6.967578687,-17.88292688
0.577,-7.083829725,-19.50274705
0.5772,-7.159743469,-21.01174871
0.5774,-7.194911433,-22.40135743
0.5776,-7.189161646,-23.66367717
0.5778,-7.142566582,-24.79153517
0.578,-7.055367209,-25.77852272
0.5782,-6.928023434,-26.61903157
0.5784,-6.761256997,-27.30828577
0.5786,-6.556036414,-27.84236884
0.5788,-6.313531808,-28.21824602
0.579,-6.035112391,-28.43378149
0.5792,-5.722327412,-28.48775055
0.5794,-5.376979751,-28.37984652
0.5796,-5.001251394,-28.11068255
0.5798,-4.597252102,-27.68178807
0.58,-4.167206846,-27.09560015
0.5802,-3.713511434,-26.35544962
0.5804,-3.238736218,-25.46554217
0.5806,-2.745556519,-24.43093444
0.5808,-2.23680001,-23.25750525
0.581,-1.715361411,-21.95192229
0.5812,-1.184215405,-20.52160412
0.5814,-0.646390931,-18.9746781
0.5816,-0.104963002,-17.31993418
0.5818,0.436984655,-15.56677494
0.582,0.976368293,-13.72516218
0.5822,1.51029846,-11.8055603
0.5824,2.035907076,-9.818876881
0.5826,2.550059942,-7.776400643
0.5828,3.049721923,-5.689737345
0.583,3.531969839,-3.570743824
0.5832,3.994147377,-1.431460625
0.5834,4.433714365,0.715956419
0.5836,4.848085924,2.859305256
0.5838,5.235129482,4.98640695
0.584,5.592502469,7.085174885
0.5842,5.918007919,9.143683443
0.5844,6.209801803,11.15023577
0.5846,6.466256115,13.09343023
0.5848,6.68603366,14.96222521
0.585,6.867948831,16.74600184
0.5852,7.010753347,18.43462435
0.5854,7.113619139,20.01849764
0.5856,7.175979852,21.48862184
0.5858,7.197513617,22.8366434
0.586,7.178128951,24.0549026
0.5862,7.117964028,25.13647704
0.5864,7.017318109,26.07522101
0.5866,6.876741278,26.86580037
0.5868,6.697038458,27.50372289
0.587,6.479253267,27.98536377
0.5872,6.224613454,28.30798624
0.5874,5.934561357,28.46975708
0.5876,5.61069586,28.46975708
0.5878,5.25496945,28.30798624
0.588,4.869565927,27.98536377
0.5882,4.456622891,27.50372289
0.5884,4.018418506,26.86580037
0.5886,3.557407709,26.07522101
0.5888,3.076191664,25.13647704
0.589,2.577501375,24.0549026
0.5892,2.06419342,22.8366434
0.5894,1.539184829,21.48862184
0.5896,1.005472848,20.01849764
0.5898,0.466099848,18.43462435
0.59,-0.075848451,16.74600184
0.5902,-0.61728584,14.96222521
0.5904,-1.155159732,13.09343023
0.5906,-1.686644905,11.15023577
0.5908,-2.208759936,9.143683443
0.591,-2.718408343,7.085174885
0.5912,-3.21258098,4.98640695
0.5914,-3.688419316,2.859305256
0.5916,-4.143365451,0.715956419
0.5918,-4.574802829,-1.431460625
0.592,-4.980288565,-3.570743824
0.5922,-5.357706935,-5.689737345
0.5924,-5.704678301,-7.776400643
0.5926,-6.019138286,-9.818876881
0.5928,-6.299320124,-11.8055603
0.593,-6.543670864,-13.72516218
0.5932,-6.750961858,-15.56677494
0.5934,-6.91996678,-17.31993418
0.5936,-7.049531375,-18.9746781
0.5938,-7.138949001,-20.52160412
0.594,-7.187729429,-21.95192229
0.5942,-7.195620032,-23.25750525
0.5944,-7.162622836,-24.43093444
0.5946,-7.08891891,-25.46554217
0.5948,-6.974889409,-26.35544962
0.595,-6.821168419,-27.09560015
0.5952,-6.628643844,-27.68178807
0.5954,-6.398427692,-28.11068255
0.5956,-6.131812762,-28.37984652
0.5958,-5.830302797,-28.48775055
0.596,-5.495576361,-28.43378149
0.5962,-5.129735883,-28.21824602
0.5964,-4.734920357,-27.84236884
0.5966,-4.313299136,-27.30828577
0.5968,-3.867207122,-26.61903157
0.597,-3.399169026,-25.77852272
0.5972,-2.911816138,-24.79153517
0.5974,-2.407932409,-23.66367717
0.5976,-1.890395088,-22.40135743
0.5978,-1.362151076,-21.01174871
0.598,-0.826213207,-19.50274705
0.5982,-0.285640847,-17.88292688
0.5984,0.256476102,-16.16149236
0.5986,0.797052963,-14.34822501
0.5988,1.333100504,-12.45342819
0.599,1.861831404,-10.48786851
0.5992,2.380140652,-8.462714659
0.5994,2.884968816,-6.389473979
0.5996,3.373327881,-4.279927034
0.5998,3.842474047,-2.146060689
0.6,4.289877531,-1.06E-12
0.6002,4.71290289,2.146060689
0.6004,5.109293438,4.279927034
0.6006,5.476823277,6.389473979
0.6008,5.813170231,8.462714659
0.601,6.116392361,10.48786851
0.6012,6.384790795,12.45342819
0.6014,6.616919291,14.34822501
0.6016,6.811605796,16.16149236
0.6018,6.967556093,17.88292688
0.602,7.083810121,19.50274705
0.6022,7.159719835,21.01174871
0.6024,7.19488692,22.40135743
0.6026,7.189134692,23.66367717
0.6028,7.142538591,24.79153517
0.603,7.055339208,25.77852272
0.6032,6.927995372,26.61903157
0.6034,6.761229474,27.30828577
0.6036,6.556009832,27.84236884
0.6038,6.313506181,28.21824602
0.604,6.035087742,28.43378149
0.6042,5.722303441,28.48775055
0.6044,5.376946977,28.37984652
0.6046,5.00120743,28.11068255
0.6048,4.597198753,27.68178807
0.605,4.167152632,27.09560015
0.6052,3.713457517,26.35544962
0.6054,3.23868173,25.46554217
0.6056,2.745504188,24.43093444
0.6058,2.23674677,23.25750525
0.606,1.715310195,21.95192229
0.6062,1.184161454,20.52160412
0.6064,0.64633669,18.9746781
0.6066,0.104902678,17.31993418
0.6068,-0.437048906,15.56677494
0.607,-0.976439136,13.72516218
0.6072,-1.510357048,11.8055603
0.6074,-2.035952238,9.818876881
0.6076,-2.550095873,7.776400643
0.6078,-3.049753851,5.689737345
0.608,-3.532004146,3.570743824
0.6082,-3.994188304,1.431460625
0.6084,-4.433762745,-0.715956419
0.6086,-4.848129514,-2.859305256
0.6088,-5.235165831,-4.98640695
0.609,-5.59253605,-7.085174885
0.6092,-5.918041245,-9.143683443
0.6094,-6.209832117,-11.15023577
0.6096,-6.466282439,-13.09343023
0.6098,-6.686048905,-14.96222521
0.61,-6.867967432,-16.74600184
0.6102,-7.01077141,-18.43462435
0.6104,-7.11363867,-20.01849764
0.6106,-7.176001896,-21.48862184
0.6108,-7.19753566,-22.8366434
0.611,-7.178154264,-24.0549026
0.6112,-7.117988403,-25.13647704
0.6114,-7.017343335,-26.07522101
0.6116,-6.876766803,-26.86580037
0.6118,-6.697062473,-27.50372289
0.612,-6.479277112,-27.98536377
0.6122,-6.22463579,-28.30798624
0.6124,-5.934583409,-28.46975708
0.6126,-5.610718894,-28.46975708
0.6128,-5.25500159,-28.30798624
0.613,-4.869609383,-27.98536377
0.6132,-4.456671445,-27.50372289
0.6134,-4.018466549,-26.86580037
0.6136,-3.55745588,-26.07522101
0.6138,-3.076239814,-25.13647704
0.614,-2.577548159,-24.0549026
0.6142,-2.064240448,-22.8366434
0.6144,-1.539231755,-21.48862184
0.6146,-1.005521082,-20.01849764
0.6148,-0.466149893,-18.43462435
0.615,0.075793358,-16.74600184
0.6152,0.617227231,-14.96222521
0.6154,1.155097439,-13.09343023
0.6156,1.686595885,-11.15023577
0.6158,2.208722464,-9.143683443
0.616,2.718379186,-7.085174885
0.6162,3.212551286,-4.98640695
0.6164,3.688387023,-2.859305256
0.6166,4.143325801,-0.715956419
0.6168,4.574760245,1.431460625
0.617,4.980250934,3.570743824
0.6172,5.357676438,5.689737345
0.6174,5.704648121,7.776400643
0.6176,6.019109314,9.818876881
0.6178,6.299293476,11.8055603
0.618,6.543649361,13.72516218
0.6182,6.750949969,15.56677494
0.6184,6.919949178,17.31993418
0.6186,7.049515779,18.9746781
0.6188,7.138929868,20.52160412
0.619,7.187710403,21.95192229
0.6192,7.195599104,23.25750525
0.6194,7.162600175,24.43093444
0.6196,7.088896715,25.46554217
0.6198,6.974867105,26.35544962
0.62,6.821145821,27.09560015
0.6202,6.62862223,27.68178807
0.6204,6.398406453,28.11068255
0.6206,6.131793235,28.37984652
0.6208,5.830283216,28.48775055
0.621,5.495553699,28.43378149
0.6212,5.129703089,28.21824602
0.6214,4.734879518,27.84236884
0.6216,4.313255359,27.30828577
0.6218,3.867164114,26.61903157
0.622,3.399125742,25.77852272
0.6222,2.911773813,24.79153517
0.6224,2.407889912,23.66367717
0.6226,1.89035339,22.40135743
0.6228,1.362108285,21.01174871
0.623,0.826169637,19.50274705
0.6232,0.285594422,17.88292688
0.6234,-0.25652585,16.16149236
0.6236,-0.797108262,14.34822501
0.6238,-1.333152934,12.45342819
0.624,-1.861870848,10.48786851
0.6242,-2.380171601,8.462714659
0.6244,-2.884994462,6.389473979
0.6246,-3.3733548,4.279927034
0.6248,-3.842504804,2.146060689
0.625,-4.289914643,3.63E-13
0.6252,-4.712940418,-2.146060689
0.6254,-5.109324604,-4.279927034
0.6256,-5.47684971,-6.389473979
0.6258,-5.813197481,-8.462714659
0.626,-6.116417257,-10.48786851
0.6262,-6.384813685,-12.45342819
0.6264,-6.616934331,-14.34822501
0.6266,-6.811618577,-16.16149236
0.6268,-6.967572321,-17.88292688
0.627,-7.083824228,-19.50274705
0.6272,-7.15973677,-21.01174871
0.6274,-7.194904584,-22.40135743
0.6276,-7.18915411,-23.66367717
0.6278,-7.142558681,-24.79153517
0.628,-7.055359384,-25.77852272
0.6282,-6.928015566,-26.61903157
0.6284,-6.761249219,-27.30828577
0.6286,-6.556029027,-27.84236884
0.6288,-6.313524568,-28.21824602
0.629,-6.035105493,-28.43378149
0.6292,-5.722320586,-28.48775055
0.6294,-5.376970416,-28.37984652
0.6296,-5.001238962,-28.11068255
0.6298,-4.597237024,-27.68178807
0.63,-4.167191653,-27.09560015
0.6302,-3.713496307,-26.35544962
0.6304,-3.238720872,-25.46554217
0.6306,-2.745541749,-24.43093444
0.6308,-2.23678503,-23.25750525
0.631,-1.715346969,-21.95192229
0.6312,-1.184200211,-20.52160412
0.6314,-0.646375648,-18.9746781
0.6316,-0.10494595,-17.31993418
0.6318,0.437002819,-15.56677494
0.632,0.976388162,-13.72516218
0.6322,1.510314674,-11.8055603
0.6324,2.035919865,-9.818876881
0.6326,2.550069873,-7.776400643
0.6328,3.04973083,-5.689737345
0.633,3.53197952,-3.570743824
0.6332,3.994158871,-1.431460625
0.6334,4.433728035,0.715956419
0.6336,4.848098266,2.859305256
0.6338,5.235139548,4.98640695
0.634,5.592511972,7.085174885
0.6342,5.91801728,9.143683443
0.6344,6.209810236,11.15023577
0.6346,6.466263504,13.09343023
0.6348,6.686037914,14.96222521
0.635,6.867954143,16.74600184
0.6352,7.010758369,18.43462435
0.6354,7.113624736,20.01849764
0.6356,7.175986071,21.48862184
0.6358,7.197519796,22.8366434
0.636,7.178136106,24.0549026
0.6362,7.11797086,25.13647704
0.6364,7.017325233,26.07522101
0.6366,6.876748499,26.86580037
0.6368,6.697045214,27.50372289
0.637,6.479259992,27.98536377
0.6372,6.224619773,28.30798624
0.6374,5.934567573,28.46975708
0.6376,5.610702243,28.46975708
0.6378,5.254978379,28.30798624
0.638,4.869578109,27.98536377
0.6382,4.456636636,27.50372289
0.6384,4.018431934,26.86580037
0.6386,3.557421279,26.07522101
0.6388,3.076205264,25.13647704
0.639,2.577514528,24.0549026
0.6392,2.064206635,22.8366434
0.6394,1.539197934,21.48862184
0.6396,1.005486481,20.01849764
0.6398,0.466113847,18.43462435
0.64,-0.075832934,16.74600184
0.6402,-0.617269489,14.96222521
0.6404,-1.155142089,13.09343023
0.6406,-1.686630926,11.15023577
0.6408,-2.20874935,9.143683443
0.641,-2.718400069,7.085174885
0.6412,-3.212572654,4.98640695
0.6414,-3.688410253,2.859305256
0.6416,-4.143354325,0.715956419
0.6418,-4.574790809,-1.431460625
0.642,-4.980278012,-3.570743824
0.6422,-5.357698286,-5.689737345
0.6424,-5.704669863,-7.776400643
0.6426,-6.019130024,-9.818876881
0.6428,-6.299312628,-11.8055603
0.643,-6.54366474,-13.72516218
0.6432,-6.750958595,-15.56677494
0.6434,-6.919961837,-17.31993418
0.6436,-7.04952701,-18.9746781
0.6438,-7.138943592,-20.52160412
0.644,-7.187724065,-21.95192229
0.6442,-7.19561417,-23.25750525
0.6444,-7.162616429,-24.43093444
0.6446,-7.088912763,-25.46554217
0.6448,-6.974883182,-26.35544962
0.645,-6.821162013,-27.09560015
0.6452,-6.628637826,-27.68178807
0.6454,-6.39842172,-28.11068255
0.6456,-6.131807275,-28.37984652
0.6458,-5.83029725,-28.48775055
0.646,-5.495569943,-28.43378149
0.6462,-5.129726568,-28.21824602
0.6464,-4.734908819,-27.84236884
0.6466,-4.313286852,-27.30828577
0.6468,-3.867195022,-26.61903157
0.647,-3.399156866,-25.77852272
0.6472,-2.911804242,-24.79153517
0.6474,-2.407920431,-23.66367717
0.6476,-1.890383289,-22.40135743
0.6478,-1.36213911,-21.01174871
0.648,-0.826200877,-19.50274705
0.6482,-0.285627746,-17.88292688
0.6484,0.256490123,-16.16149236
0.6486,0.79706859,-14.34822501
0.6488,1.333115102,-12.45342819
0.649,1.861842422,-10.48786851
0.6492,2.38014927,-8.462714659
0.6494,2.884976109,-6.389473979
0.6496,3.373335404,-4.279927034
0.6498,3.842482653,-2.146060689
0.65,4.289887998,-4.75E-13
0.6502,4.712913405,2.146060689
0.6504,5.109302234,4.279927034
0.6506,5.476830695,6.389473979
0.6508,5.81317788,8.462714659
0.651,6.116399358,10.48786851
0.6512,6.384797111,12.45342819
0.6514,6.616923557,14.34822501
0.6516,6.811609486,16.16149236
0.6518,6.967560585,17.88292688
0.652,7.083814166,19.50274705
0.6522,7.159724652,21.01174871
0.6524,7.19489189,22.40135743
0.6526,7.189140146,23.66367717
0.6528,7.142544143,24.79153517
0.653,7.055344974,25.77852272
0.6532,6.928001073,26.61903157
0.6534,6.761235027,27.30828577
0.6536,6.556015285,27.84236884
0.6538,6.313511351,28.21824602
0.654,6.035092708,28.43378149
0.6542,5.722308265,28.48775055
0.6544,5.376953498,28.37984652
0.6546,5.001216247,28.11068255
0.6548,4.597209467,27.68178807
0.655,4.167163658,27.09560015
